key	status	code	year	title	stage	contribution	evidence	setting	priority
doi:10.2196/35568	included		2023	Automating Quality Assessment of Medical Evidence in Systematic Revie…	appraise	method	benchmark	med	medium
doi:10.2196/39736	included		2023	An Automated Literature Review Tool (LiteRev) for Streamlining and Ac…	end2end	system	benchmark	general	medium
doi:10.2196/48933	included		2023	Applications of the Natural Language Processing Tool ChatGPT in Clini…	extract	evaluation	human-agree	med	medium
doi:10.2196/48949	included		2024	Cocreating an Automated mHealth Apps Systematic Review Process With G…	end2end	system	none	med	medium
doi:10.2196/48996	included		2023	Automated Paper Screening for Clinical Reviews Using Large Language M…	screen	evaluation	human-agree	med	medium
doi:10.2196/51187	included		2024	The Use of Generative AI for Scientific Literature Searches for Syste…	search	evaluation	benchmark	med	medium
doi:10.2196/51526	included		2024	Assessing the Efficacy of ChatGPT Versus Human Researchers in Identif…	search	evaluation	human-agree	med	medium
doi:10.2196/52758	included		2024	Human-Comparable Sensitivity of Large Language Models in Identifying…	screen	evaluation	human-agree	med	medium
doi:10.2196/53164	included		2024	Hallucination Rates and Reference Accuracy of ChatGPT and Bard for Sy…	search	evaluation	human-agree	med	medium
doi:10.2196/55827	included		2024	Evaluation of RMES, an Automated Software Tool Utilizing AI, for Lite…	screen	evaluation	human-agree	med	medium
doi:10.2196/56537	included		2024	Evaluating Literature Reviews Conducted by Humans Versus ChatGPT: Com…	report	evaluation	human-agree	med	medium
doi:10.2196/56780	deep-read		2024	Potential Roles of Large Language Models in the Production of Systema…	meta	guideline	none	med	critical
doi:10.2196/58366	included		2025	The AI Reviewer: Evaluating AI’s Role in Citation Screening for Strea…	screen	evaluation	human-agree	med	medium
doi:10.2196/63347	included		2025	Using ChatGPT to Improve the Presentation of Plain Language Summaries…	report	evaluation	benchmark	med	medium
doi:10.2196/64682	deep-read		2025	GPT-3.5 Turbo and GPT-4 Turbo in Title and Abstract Screening for Sys…	screen	evaluation	human-agree	med	high
doi:10.2196/67488	included		2025	Accuracy of Large Language Models for Literature Screening in Thoraci…	screen	evaluation	human-agree	med	medium
doi:10.2196/68097	included		2025	Critical Assessment of Large Language Models’ (ChatGPT) Performance i…	extract	evaluation	human-agree	med	medium
doi:10.2196/68666	included		2025	Evaluating a Customized Version of ChatGPT for Systematic Review Data…	extract	system	human-agree	med	medium
doi:10.2196/72412	included		2025	Using Large Language Models to Assess the Consistency of Randomized C…	appraise	evaluation	none	med	medium
doi:10.2196/76130	deep-read		2026	The Phases of Living Evidence Synthesis Using AI: Living Evidence Syn…	meta	guideline	none	med	critical
doi:10.2196/76252	included		2025	Automated Literature Screening for Hepatocellular Carcinoma Treatment…	screen	method	human-agree	med	medium
doi:10.2196/80247	deep-read		2025	Transparent Reporting of AI in Systematic Literature Reviews: Develop…	report	guideline	none	med	critical
doi:10.2196/81049	included		2026	AI-Assisted Systematic Literature Review of the Economic Burden of Pn…	end2end	system	human-agree	med	medium
doi:10.2196/81597	included		2025	Artificial Intelligence Tools for Automating Evidence Synthesis: Scop…	meta	evaluation	none	med	medium
doi:10.2196/90588	included		2026	Evaluating the Methodological Quality of Artificial Intelligence–Assi…	meta	evaluation	none	med	medium
doi:10.2196/92132	included		2026	Value and Credibility of Meta-Analysis: Tutorial on Enhancing Methodo…	synthesize	guideline	none	med	medium
doi:10.2196/preprints.103608	included		2026	Identity-cued scoring asymmetry in LLM verification of realist CMO ex…	appraise	evaluation	none	general	medium
doi:10.2196/preprints.104335	included		2026	Machine learning-assisted versus conventional title and abstract scre…	screen	evaluation	human-agree	med	medium
doi:10.2196/preprints.106373	included		2026	Leveraging Large Language Models for Systematic Reviews - a Replicati…	end2end	method	human-agree	general	medium
doi:10.2196/preprints.107732	included		2026	Performance of Google NotebookLM for AI-assisted data extraction and…	extract	evaluation	none	med	medium
doi:10.2196/preprints.87065	included		2025	From Automation to Strategy: Managing AI Uncertainty in Meta-analysis…	end2end	method	none	general	medium
doi:10.2196/preprints.93396	included		2026	Topology-Aware Context Routing and Neuro-Symbolic Reasoning for Clini…	extract	method	benchmark	med	medium
doi:10.2196/preprints.97813	included		2026	Eliciting Reader Preferences for Automated Systematic Grey Literature…	report	evaluation	none	general	medium
doi:10.22038/abjs.2025.84896.3874	included		2025	Evaluation of a Popular Large Language Model in Orthopedic Literature…	end2end	evaluation	human-agree	med	medium
doi:10.23736/s2724-606x.25.05849-x	included		2026	Evaluation of six large language models for study identification in a…	screen	evaluation	human-agree	med	medium
doi:10.24252/instek.v10i1.57445	included		2025	DOES PERSONALIZATION MATTER IN PROMPTING? A CASE STUDY OF CLASSIFYING…	screen	evaluation	benchmark	general	medium
doi:10.24963/kr.2020/68	included		2020	Towards a Logic of Meta-Analysis	synthesize	position	none	general	medium
doi:10.29173/cais2020	included		2025	Applying LLMs and Semantic Technologies for Data Extraction in Litera…	extract	evaluation	benchmark	general	medium
doi:10.29173/jchla29590	included		2021	PICO Portal (product review)	screen	system	none	med	medium
doi:10.29173/jchla29657	included		2023	Elicit (product review)	end2end	system	none	general	medium
doi:10.31219/osf.io/ju8dk	deep-read		2024	Leveraging Artificial Intelligence for Systematic Reviews: The FRAISR…	meta	guideline	none	general	critical
doi:10.31234/osf.io/g93zf	included		2023	Reproducibility and Data storage Checklist for Active Learning-Aided…	screen	guideline	none	general	medium
doi:10.31234/osf.io/nc8hs	included		2024	Strategizing AI Utilization for Psychological Literature Screening: A…	screen	evaluation	benchmark	general	medium
doi:10.31234/osf.io/nq4d2	included		2024	Large Language Models in Psychology: Application in the Context of a…	extract	evaluation	human-agree	general	medium
doi:10.31235/osf.io/w5b8v	included		2024	Guidelines and open-source toolbox for systematic literature reviews…	end2end	guideline	none	general	medium
doi:10.3233/shti220146	included		2022	Representation and Normalization of Complex Interventions for Evidenc…	extract	method	benchmark	med	medium
doi:10.3233/shti230347	included		2023	How Good Is ChatGPT for Medication Evidence Synthesis?	synthesize	evaluation	benchmark	med	medium
doi:10.3233/shti251264	included		2025	Performance of LLMs in Citation Screening: A Comparison Across Datase…	screen	evaluation	human-agree	med	medium
doi:10.32384/jeahil20623	included		2024	The role of ChatGPT in developing systematic literature searches: an…	search	guideline	none	med	medium
doi:10.3389/fcimb.2026.1876326	included		2026	Artificial intelligence can match domain experts in evidence extracti…	extract	evaluation	human-agree	med	medium
doi:10.3389/fdgth.2026.1799623	included		2026	Performance of large language models and prompt engineering strategie…	extract	evaluation	human-agree	med	medium
doi:10.3389/fphar.2025.1454245	included		2025	How much can we save by applying artificial intelligence in evidence…	meta	evaluation	none	med	medium
doi:10.3389/frai.2021.685298	included		2021	Sysrev: A FAIR Platform for Data Curation and Systematic Evidence Rev…	end2end	system	none	general	medium
doi:10.3389/frai.2024.1454945	included		2024	Automated information extraction model enhancing traditional Chinese…	extract	method	benchmark	med	medium
doi:10.3389/frai.2025.1587244	included		2025	From data extraction to analysis: a comparative study of ELISE capabi…	end2end	evaluation	benchmark	med	medium
doi:10.3389/frai.2025.1662202	included		2025	Analysis of article screening and data extraction performance by an A…	end2end	evaluation	human-agree	med	medium
doi:10.3389/frma.2025.1684137	included		2025	Can AI assess literature like experts? An entropy-based comparison of…	appraise	evaluation	human-agree	general	medium
doi:10.3390/a18050296	included		2025	Benchmarking Multiple Large Language Models for Automated Clinical Tr…	extract	evaluation	benchmark	med	medium
doi:10.3390/app12062891	included		2022	Survey of BERT-Base Models for Scientific Text Classification: COVID-…	screen	method	benchmark	med	medium
doi:10.3390/app14199103	included		2024	Automating Systematic Literature Reviews with Retrieval-Augmented Gen…	meta	position	none	general	medium
doi:10.3390/bdcc8090110	included		2024	Combining Semantic Matching, Word Embeddings, Transformers, and LLMs…	search	method	benchmark	general	medium
doi:10.3390/bioengineering13070773	included		2026	From API to Action: A Multi-Model Comparison of OpenAI, Anthropic, Go…	extract	evaluation	human-agree	med	medium
doi:10.3390/biomedicines11061623	included		2023	PRISMA Systematic Literature Review, including with Meta-Analysis vs.…	end2end	evaluation	human-agree	med	medium
doi:10.3390/biomedinformatics3010009	included		2023	Towards Automated Meta-Analysis of Clinical Trials: An Overview	meta	position	none	med	medium
doi:10.3390/biomedinformatics5010015	included		2025	How to Write Effective Prompts for Screening Biomedical Literature Us…	screen	guideline	none	med	medium
doi:10.3390/biomedinformatics5020025	included		2025	Performance Comparison of Large Language Models for Efficient Literat…	screen	evaluation	benchmark	med	medium
doi:10.3390/educsci15111488	included		2025	Machine Learning-Assisted Systematic Review: A Case Study in Learning…	screen	evaluation	human-agree	general	medium
doi:10.3390/electronics14173404	included		2025	Integrated Survey Classification and Trend Analysis via LLMs: An Ense…	synthesize	method	benchmark	se	medium
doi:10.3390/fi16050167	included		2024	A Hybrid Semi-Automated Workflow for Systematic and Literature Review…	end2end	method	none	general	medium
doi:10.3390/healthcare12222241	included		2024	Enhancing Clinical Reasoning with Virtual Patients: A Hybrid Systemat…	end2end	evaluation	human-agree	med	medium
doi:10.3390/info16050378	included		2025	Large Language Models in Systematic Review Screening: Opportunities,…	screen	guideline	none	med	medium
doi:10.3390/info16050420	included		2025	PROMPTHEUS: A Human-Centered Pipeline to Streamline Systematic Litera…	end2end	system	none	general	medium
doi:10.3390/info17050449	included		2026	Linguistic Polarity and Decision Architecture in LLM-Based Abstract S…	screen	evaluation	benchmark	med	medium
doi:10.3390/info17050501	included		2026	Validating Large Language Models for Title-Abstract Screening in Low-…	screen	evaluation	human-agree	general	medium
doi:10.3390/informatics13030043	included		2026	Artificial Intelligence in Literature Review Synthesis: A Step-by-Ste…	meta	guideline	none	general	medium
doi:10.3390/jcm12165410	included		2023	Comparing Meta-Analyses with ChatGPT in the Evaluation of the Effecti…	synthesize	evaluation	benchmark	med	medium
doi:10.3390/jcm12175550	included		2023	Examining the Validity of ChatGPT in Identifying Relevant Nephrology…	search	evaluation	benchmark	med	medium
doi:10.3390/jcm15082830	included		2026	Efficacy of Large Language Models for Screening of Systematic Reviews…	screen	evaluation	human-agree	med	medium
doi:10.3390/jcm15114230	included		2026	Evaluating Large Language Models for Automated Evidence Synthesis in…	extract	evaluation	benchmark	med	medium
