key	status	code	year	title	cluster	priority	relevance	url
doi:10.1007/11832225_25	excluded	E7-duplicate-version	2006	Primal-Dual Enumeration for Multiparametric Linear Programming	parametric-region-enumeration	medium	Primal-dual pLP enumeration version adjacent to the retained reverse-search treatment	
doi:10.1109/cdc.2006.377330	candidate		2006	On the continuity and complexity of control laws based on multiparametric linear programs	parametric-region-enumeration	medium	Analyzes continuity and complexity of explicit control laws derived from multiparametric linear programs	
doi:10.1109/cdc.2006.377797	deep-read		2006	full-dimensional parametric LCP enumeration	parametric-region-enumeration	high	Completely enumerates full-dimensional positive-semidefinite pLCP critical regions under lexicographic perturbation; direct precursor to the sufficient-matrix algorithm	
doi:10.1007/s10957-007-9215-z	deep-read		2007	canonical minimum-norm pQP selection	parametric-region-enumeration	high	Constructs a unique continuous minimum-norm pQP selection and algorithm-independent polyhedral representation under explicit assumptions	
doi:10.1007/s10957-008-9384-4	deep-read		2008	polyhedral projection and pLP interreduction	parametric-region-enumeration	high	Proves polynomial input and output conversions in both directions between polyhedral projection and parametric linear programming	
doi:10.1090/crmp/048/04	deep-read		2009	output-sensitive sufficient-matrix pLCP enumeration	parametric-region-enumeration	high	Gives explicit per-output LP-oracle bounds for general-position and lexicographically perturbed sufficient-matrix pLCP enumeration, including pLP and convex pQP	
doi:10.1016/j.ejor.2009.04.019	candidate		2010	Multiparametric linear programming: Support set and optimal partition invariancy	parametric-region-enumeration	medium	Establishes support-set and optimal-partition invariance for multiparametric linear programs	
doi:10.1016/j.automatica.2011.04.003	candidate		2011	Convex parametric piecewise quadratic optimization: Theory and algorithms	parametric-region-enumeration	high	Extends exact parametric-region methods to convex piecewise-quadratic objectives	
doi:10.1109/acc.2012.6315197	candidate		2012	Vertex based calculation of explicit MPC laws	parametric-region-enumeration	medium	Constructs explicit MPC laws from a vertex-based exact partition method	
doi:10.1016/j.automatica.2015.05.021	candidate		2015	Explicit hybrid model-predictive control: The exact solution	parametric-region-enumeration	medium	Constructs exact explicit hybrid-MPC solution maps	
doi:10.1016/j.ejor.2016.04.043	candidate		2016	A two-phase algorithm for the multiparametric linear complementarity problem	parametric-region-enumeration	high	Provides a two-phase pLCP algorithm with improved treatment of degenerate worst cases	
doi:10.1016/j.automatica.2016.10.005	candidate		2017	Explicit model predictive control: A connected-graph approach	parametric-region-enumeration	high	Computes complete explicit mpQP solutions through a connected active-set graph	
doi:10.1007/s10957-018-1281-x	candidate		2018	An Improved Multi-parametric Programming Algorithm for Flux Balance Analysis of Metabolic Networks	parametric-region-enumeration	medium	Handles degeneracy and multiple optima in parametric flux-balance analysis using generalized inverses and auxiliary objectives	
doi:10.1007/978-3-030-32304-2_11	screened		2019	verified mixed-numeric parametric LP exploration	parametric-region-enumeration	high	Combines floating-point basis proposals with exact rational verification, adjacency checking, and degeneracy-safe pLP region exploration	
doi:10.1007/978-3-030-22750-0_52	excluded	E7-duplicate-version	2019	Parallel Parametric Linear Programming Solving, and Application to Polyhedral Computations	parametric-region-enumeration	medium	Conference precursor of the retained task-parallel journal treatment	
doi:10.1007/s11081-020-09535-6	candidate		2020	A space exploration algorithm for multiparametric programming via Delaunay triangulation	parametric-region-enumeration	medium	Explores multiparametric-program parameter spaces with Delaunay triangulation and large-region prioritization	
doi:10.1007/s10898-020-00933-9	candidate		2020	The exact solution of multiparametric quadratically constrained quadratic programming problems	parametric-region-enumeration	medium	Constructs complete exact convex multiparametric QCQP solution maps	
doi:10.1016/j.compchemeng.2020.107070	candidate		2020	A method for tackling primal multiplicity of solutions of dynamic flux balance models	parametric-region-enumeration	medium	Uses an auxiliary selection to resolve primal multiplicity in dynamic flux-balance models	
doi:10.1016/j.compchemeng.2022.107882	candidate		2022	A new solution strategy for multiparametric quadratic programming	parametric-region-enumeration	medium	Presents a later exact multiparametric quadratic-program solution strategy	
doi:10.1007/s11081-023-09845-5	candidate		2023	A novel parallel combinatorial algorithm for multiparametric programming	parametric-region-enumeration	medium	Parallelizes active-set combination exploration and pruning for multiparametric programs	
doi:10.1109/lcsys.2024.3405958	screened		2024	reward regions with a common optimal policy	output-relative-equivalence	high	Identifies polyhedral reward sets inducing the same optimal MDP policy and studies invariance and reward-dimension reduction	
doi:10.1109/tac.2024.3430416	screened		2025	Region-Free Explicit Model-Predictive Control for Linear Systems on Hilbert Spaces	parametric-region-enumeration	medium	Avoids explicit state-space region construction and storage through a region-free online method; boundary rather than exhaustive enumerator	
doi:10.1016/j.compchemeng.2025.109157	candidate		2025	Decision rule-based method for multiparametric linear programming	parametric-region-enumeration	medium	Uses decision rules to construct multiparametric linear-program solution maps	
doi:10.1007/s00186-016-0554-0	screened		2016	Equivalence between polyhedral projection, multiple objective linear programming and vector linear programming	polyhedral-enumeration	medium	Proves equivalences among polyhedral projection, multiple-objective linear programming, and vector linear programming without a graph-relative observer or new enumeration guarantee	
doi:10.23919/ecc.2013.6669386	screened		2013	Every continuous piecewise affine function can be obtained by solving a parametric linear program	parametric-region-enumeration	medium	Shows representability of every continuous piecewise-affine function as a parametric linear-program solution; a representation result rather than an observer-relative enumeration method	
doi:10.2139/ssrn.5102698	screened		2025	Optimal Partitions for Multiparametric Semidefinite Programming	parametric-region-enumeration	medium	Analyzes optimal partitions for two multiparametric semidefinite-program examples without exhaustive-enumeration or output-quotient results	
doi:10.21203/rs.3.rs-9430237/v1	excluded	E6-out-of-scope-model	2026	A Compositional Exact-Search Calculus over a Single Binary Primitive: Bounded Enumeration, Macro Closure, and Stability Audits for EML Trees	symbolic-expression-search	medium	Enumerates elementary-function expression trees under a binary arithmetic primitive; terminology overlaps but the program model and represented object are outside the finite pure-dataflow observer questions	
doi:10.1016/j.infsof.2015.03.007	screened		2015	systematic mapping guidance	methodology	low	Methodological guidance for systematic mapping studies in software engineering	
doi:10.1145/2601248.2601268	screened		2014	backward and forward snowballing guidance	methodology	low	Methodological guidance for separately reported backward and forward snowballing	
doi:10.1109/tse.2022.3174092	screened		2023	secondary-study reporting guidance	methodology	low	Reporting guidance for auditable software-engineering secondary studies	
doi:10.1109/tac.2026.3676368	deep-read		2026	Equivalent and Compact Representations of Neural Network Controllers With Decision Trees	neural-output-partitions	critical	Proves a pointwise-equivalent feasibility-pruned soft decision tree for a ReLU argmax controller and bounds its size through hyperplane-region counts	
doi:10.1109/cdc49753.2023.10383761	excluded	E7-duplicate-version	2023	Exact and Cost-Effective Automated Transformation of Neural Network Controllers to Decision Tree Controllers	neural-output-partitions	medium	Conference precursor of the expanded exact neural-controller decision-tree transformation	
doi:10.5220/0012928000003886	deep-read		2024	Analyzing Exact Output Regions of Reinforcement Learning Policy Neural Networks for High-Dimensional Input-Output Spaces	neural-output-partitions	critical	Represents pruned policy-tree paths as exact convex polyhedral output regions with affine leaf functions and neighborhood analyses	
t:nn2eqcdt	screened		2023	NN2EQCDT	neural-output-partitions	high	Constructively transforms feed-forward ReLU policies into compressed trees using feasibility pruning and forced-rule elimination	https://www.thinkmind.org/articles/cognitive_2023_4_10_40107.pdf
arxiv:2210.05189	screened		2022	Neural Networks are Decision Trees	neural-region-enumeration	high	Constructs dense neural decision trees through activation-conditioned effective input filters and states the exponential storage tradeoff	
arxiv:2003.04675	deep-read		2020	Towards Interpretable ANNs	neural-region-enumeration	high	Introduces layer-wise exact-convertible multivariate decision trees with contradictory-rule elimination for ReLU classifiers	
doi:10.1109/cdc57313.2025.11312749	screened		2025	A Compositional Algorithm for Computing a Switched System Representation of Neural Network Controllers	neural-region-enumeration	high	Proves exact single-layer and compositional PWA representations of neural controllers by preimage intersection and affine substitution	
doi:10.1109/ictai52525.2021.00035	screened		2021	Geometric Path Enumeration for Equivalence Verification of Neural Networks	neural-region-enumeration	high	Enumerates geometric neural-network paths to verify equivalence between networks; a dense activation-region comparator rather than a requested sparse observer	
