key	status	code	year	title	relation	artifact	execution	goal	evidence	priority	relevance	url
doi:10.1109/hpca.2016.7446099	excluded	E2-formal-hardware-without-execution	2016	McVerSi: A test generation framework for fast memory consistency verification in simulation						low	McVerSi generates memory-consistency tests for processor simulation, but the record gives no symbolic/concolic traversal of an RTL or architectural design model.	https://doi.org/10.1109/hpca.2016.7446099
doi:10.1109/hpca.2017.48	excluded	E4-analog-physical-or-postsilicon	2017	Enabling Effective Module-Oblivious Power Gating for Embedded Processors						low	Module-oblivious power gating is a processor energy-management technique; it neither contributes a symbolic executor nor uses one to analyze the design.	https://doi.org/10.1109/hpca.2017.48
doi:10.1109/hpca56546.2023.10071076	excluded	E5-hardware-accelerates-software	2023	Mix-GEMM: An efficient HW-SW Architecture for Mixed-Precision Quantized Deep Neural Networks Inference on Edge Devices						low	Mix-GEMM co-designs hardware and software for efficient mixed-precision DNN inference, with acceleration rather than symbolic verification as its purpose.	https://doi.org/10.1109/hpca56546.2023.10071076
doi:10.1109/hpca57654.2024.00038	parked		2024	Modeling, Derivation, and Automated Analysis of Branch Predictor Security Vulnerabilities						medium	Strict re-review remains unresolved: Automated branch-predictor vulnerability analysis acts on a microarchitectural model and could use symbolic execution centrally, but the title-only record does not reveal its operational mechanism.	https://doi.org/10.1109/hpca57654.2024.00038
doi:10.1109/hpcc-css-icess.2015.188	excluded	E2-formal-hardware-without-execution	2015	STATE -- A SystemC to Timed Automata Transformation Engine						low	STATE converts SystemC into UPPAAL timed automata for model checking rather than executing the SystemC design symbolically.	https://doi.org/10.1109/hpcc-css-icess.2015.188
doi:10.1109/hst.2010.5513114	excluded	E2-formal-hardware-without-execution	2010	Trusted RTL: Trojan detection methodology in pre-silicon designs						low	Trusted RTL is a pre-silicon Trojan-detection methodology, but no symbolic/concolic execution engine appears in the record.	https://doi.org/10.1109/hst.2010.5513114
doi:10.1109/icasic.2001.982489	excluded	E7-secondary-or-insubstantial	2002	Design verification using formal techniques						low	This tutorial introduces formal-verification concepts with a UART illustration instead of presenting a primary executor.	https://doi.org/10.1109/icasic.2001.982489
doi:10.1109/iccad.2005.1560201	excluded	E7-secondary-or-insubstantial	2005	Embedded tutorial: formal equivalence checking between system-level models and RTL						low	The embedded tutorial teaches sequential equivalence between system-level models and RTL, making it secondary instructional material.	https://doi.org/10.1109/iccad.2005.1560201
doi:10.1109/iccad.2013.6691136	excluded	E4-analog-physical-or-postsilicon	2013	Automatic concolic test generation with virtual prototypes for post-silicon validation						low	The virtual-prototype method is organized around post-silicon validation, which the protocol excludes even though concolic generation supplies its tests.	https://doi.org/10.1109/iccad.2013.6691136
doi:10.1109/iccad.2013.6691189	excluded	E3-symbolic-method-without-path-execution	2013	Conquering the scheduling alternative explosion problem of SystemC symbolic simulation						low	The paper addresses scheduling explosion in SystemC symbolic simulation; symbolic scheduler/value alternatives are not the qualifying path-execution loop.	https://doi.org/10.1109/iccad.2013.6691189
doi:10.1109/iccad.2014.7001323	excluded	E2-formal-hardware-without-execution	2014	Validating direct memory access interfaces with conformance checking						low	DMA conformance is inferred from concrete prototype runs and followed by property checking, with no symbolic execution stated.	https://doi.org/10.1109/iccad.2014.7001323
doi:10.1109/iccad.2017.8203772	excluded	E2-formal-hardware-without-execution	2017	Clepsydra: Modeling timing flows in hardware designs						low	Clepsydra instruments HDL with timing-flow circuitry for later EDA analysis instead of executing RTL over symbolic paths.	https://doi.org/10.1109/iccad.2017.8203772
doi:10.1109/iccad51958.2021.9643449	excluded	E5-hardware-accelerates-software	2021	VeriGOOD-ML: An Open-Source Flow for Automated ML Hardware Synthesis						low	VeriGOOD-ML synthesizes ONNX workloads through Verilog to GDSII and searches PPA tradeoffs; the resulting ML accelerators are not symbolically verified.	https://doi.org/10.1109/iccad51958.2021.9643449
doi:10.1109/iccad51958.2021.9643538	excluded	E2-formal-hardware-without-execution	2021	Aker: A Design and Verification Framework for Safe and Secure SoC Access Control						low	Aker performs property-driven access-control verification across SoC layers without a load-bearing symbolic executor.	https://doi.org/10.1109/iccad51958.2021.9643538
doi:10.1109/iccad57390.2023.10323726	excluded	E2-formal-hardware-without-execution	2023	TaintFuzzer: SoC Security Verification using Taint Inference-enabled Fuzzing						low	TaintFuzzer combines inferred taint feedback with FPGA-emulated fuzzing, not symbolic or concolic exploration.	https://doi.org/10.1109/iccad57390.2023.10323726
doi:10.1109/iccad57390.2023.10323819	excluded	E2-formal-hardware-without-execution	2023	SurgeFuzz: Surge-Aware Directed Fuzzing for CPU Designs						low	SurgeFuzz mutates concrete instruction sequences to stress CPU exceptional handling and contains no symbolic mechanism.	https://doi.org/10.1109/iccad57390.2023.10323819
doi:10.1109/iccad57390.2023.10323913	excluded	E2-formal-hardware-without-execution	2023	PSOFuzz: Fuzzing Processors with Particle Swarm Optimization						low	PSOFuzz schedules mutations and seeds using particle-swarm optimization; its processor exploration remains fuzzing.	https://doi.org/10.1109/iccad57390.2023.10323913
doi:10.1109/iccad66269.2025.11240634	parked		2025	COTIA: Concolic Testing with Intelligent Agent						medium	COTIA is described as concolic RTL testing, but only metadata and an abstract were available, so the path-condition and replay mechanism cannot be admitted as full-text evidence.	https://doi.org/10.1109/iccad66269.2025.11240634
doi:10.1109/iccad66269.2025.11240887	excluded	E2-formal-hardware-without-execution	2025	BMCFuzz: Hybrid Verification of Processors by Synergistic Integration of Bound Model Checking and Fuzzing						low	BMCFuzz alternates bounded model checking and coverage-guided fuzzing, neither serving as qualifying operational symbolic execution.	https://doi.org/10.1109/iccad66269.2025.11240887
doi:10.1109/icccn65249.2025.11133817	excluded	E8-duplicate-or-superseded	2025	Enabling Symbolic Execution for Hardware TCP/IP Stack based on AMD Vitis HLS						low	The ICCCN paper is represented by the complete primary thesis t:usingsymbolicexecutiontoanalyzethehardwaretcpprotocol, which exposes the HLS mechanism and evaluation.	https://doi.org/10.1109/icccn65249.2025.11133817
doi:10.1109/icccnt61001.2024.10726236	excluded	E2-formal-hardware-without-execution	2024	Design and Implementation of Pipelined MIPS Processor with Nested Vectored Interrupt Controller (NVIC)						low	The Verilog MIPS/NVIC design is exercised in ModelSim with a fixed instruction set; ordinary instruction execution and hazard simulation are not symbolic execution.	https://doi.org/10.1109/icccnt61001.2024.10726236
doi:10.1109/icccsp52374.2021.9465504	excluded	E5-hardware-accelerates-software	2021	Design of SentiNet RTL Library for CNN based Hardware Accelerator						low	SentiNet is an RTL library for implementing CNN acceleration, and the paper does not symbolically execute that library's designs.	https://doi.org/10.1109/icccsp52374.2021.9465504
doi:10.1109/iccd.1989.63359	excluded	E3-symbolic-method-without-path-execution		Verifying pipelined hardware using symbolic logic simulation						low	Final selective-lineage review excludes Verifying pipelined hardware using symbolic logic simulation: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1109/iccd.1989.63359
doi:10.1109/iccd.1992.276260	parked		2003	Constraint solving for test case generation: a technique for high-level design verification						medium	Strict re-review remains unresolved: Constraint-based test generation for high-level design verification could encode and traverse hardware execution paths, yet the missing abstract cannot show whether this is symbolic execution rather than static constraint formulation.	https://doi.org/10.1109/iccd.1992.276260
doi:10.1109/iccd.2011.6081380	excluded	E2-formal-hardware-without-execution	2011	Applying verification intention for design customization via property mining under constrained testbenches						low	Property mining under testbench constraints supports circuit customization but does not execute design paths symbolically.	https://doi.org/10.1109/iccd.2011.6081380
doi:10.1109/iccd.2012.6378669	excluded	E2-formal-hardware-without-execution	2012	Fast development of hardware-based run-time monitors through architecture framework and high-level synthesis						low	The framework synthesizes hardware run-time monitors through HLS, but neither monitors nor monitored design are symbolically executed in the stated contribution.	https://doi.org/10.1109/iccd.2012.6378669
doi:10.1109/iccd.2013.6657085	excluded	E2-formal-hardware-without-execution	2013	On design vulnerability analysis and trust benchmarks development						low	The study develops circuit-vulnerability metrics and Trojan benchmarks without a symbolic/concolic execution method.	https://doi.org/10.1109/iccd.2013.6657085
doi:10.1109/iccd.2013.6657090	excluded	E2-formal-hardware-without-execution	2013	Equivalence checking for compiler transformations in behavioral synthesis						low	This HLS work checks equivalence of compiler transformations, an explicitly excluded verification genre when no symbolic execution relation is stated.	https://doi.org/10.1109/iccd.2013.6657090
doi:10.1109/iccd.2013.6657092	excluded	E4-analog-physical-or-postsilicon	2013	Optimizing post-silicon conformance checking						low	The primary verification setting is conformance checking after fabrication, outside the survey's design-artifact execution boundary.	https://doi.org/10.1109/iccd.2013.6657092
